file_path,energy
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEFUL\ABEFUL_w_CO2_1_relaxed.cif,-0.3036845850000134
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABESUX\ABESUX_w_CO2_random_1_relaxed.cif,-0.5914658000000372
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEXEM\ABEXEM_w_CO2_1_relaxed.cif,-0.46665692374998
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEXIQ\ABEXIQ_w_CO2_1_relaxed.cif,0.526259147500042
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEXOW\ABEXOW_w_CO2_1_relaxed.cif,-0.30318775124979425
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEYAJ\ABEYAJ_w_CO2_1_relaxed.cif,-0.39626969500002923
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABEYIR\ABEYIR_w_CO2_1_relaxed.cif,-0.3939730137500703
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABIXOZ\ABIXOZ_w_CO2_1_relaxed.cif,3.443304410000087
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABULOB\ABULOB_w_CO2_1_relaxed.cif,0.14434293714279126
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ABUWOJ\ABUWOJ_w_CO2_1_relaxed.cif,-0.3477569483333885
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACAJIY\ACAJIY_w_CO2_1_relaxed.cif,-0.30285370285706187
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACAJIZ\ACAJIZ_w_CO2_1_relaxed.cif,-0.460790441666821
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACAJOF\ACAJOF_w_CO2_1_relaxed.cif,-0.24876903500016087
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACIBOE\ACIBOE_w_CO2_1_relaxed.cif,-0.19850487400012748
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACODON\ACODON_w_CO2_1_relaxed.cif,-0.2127581383333563
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACOGAB\ACOGAB_w_CO2_1_relaxed.cif,-0.22545967428569771
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACOGEF\ACOGEF_w_CO2_1_relaxed.cif,-0.36283375428567005
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACOLIP\ACOLIP_w_CO2_1_relaxed.cif,-0.41160500285710505
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACUBAB\ACUBAB_w_CO2_1_relaxed.cif,-0.2929165666666525
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ACUTOI\ACUTOI_w_CO2_1_relaxed.cif,-0.35756044833332606
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADABUE\ADABUE_w_CO2_1_relaxed.cif,-0.16335181142863214
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADAXEK\ADAXEK_w_CO2_1_relaxed.cif,-0.07434234333336083
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADAXIO\ADAXIO_w_CO2_4_relaxed.cif,-0.0454166100000748
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADIQEL\ADIQEL_w_CO2_2_relaxed.cif,-0.29100399500004903
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADOBAX_charged\ADOBAX_charged_w_CO2_2_relaxed.cif,-0.35877371166619315
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADOBEB_charged\ADOBEB_charged_w_CO2_1_relaxed.cif,-0.07963070428565644
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADOBOL_charged\ADOBOL_charged_w_CO2_1_relaxed.cif,0.20590818714260553
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADOCEC\ADOCEC_w_CO2_2_relaxed.cif,-0.40423997750025364
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADODAA_charged\ADODAA_charged_w_CO2_1_relaxed.cif,-0.25657483400027553
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADODII\ADODII_w_CO2_1_relaxed.cif,-0.2546053199999581
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADODOO\ADODOO_w_CO2_1_relaxed.cif,-0.3262214450000253
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADODUU\ADODUU_w_CO2_1_relaxed.cif,-0.23825401499982488
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\ADUWIH\ADUWIH_w_CO2_1_relaxed.cif,-0.5183984539999074
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\AFEJOK_ion_b\AFEJOK_ion_b_w_CO2_1_relaxed.cif,-0.49405250833342507
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\AFENEE\AFENEE_w_CO2_1_relaxed.cif,-0.3448963699999175
C:\Users\GED\PycharmProjects\Aixelo_Project_DataLab_2025\data\odac\pristine_CO2\AFIPAH\AFIPAH_w_CO2_1_relaxed.cif,-0.4206844950000175
