MOF,atomic_num_mean,atomic_num_geometric_mean,atomic_num_standard_deviation,atomic_num_max,atomic_num_min,group_num_mean,group_num_geometric_mean,group_num_standard_deviation,group_num_max,group_num_min,period_num_mean,period_num_geometric_mean,period_num_standard_deviation,period_num_max,period_num_min,electronegativity_mean,electronegativity_geometric_mean,electronegativity_standard_deviation,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_geometric_mean,electron_affinity_standard_deviation,electron_affinity_max,electron_affinity_min,melting_mean,melting_geometric_mean,melting_standard_deviation,melting_max,melting_min,boiling_mean,boiling_geometric_mean,boiling_standard_deviation,boiling_max,boiling_min,density_mean,density_geometric_mean,density_standard_deviation,density_max,density_min,ionization_energy_mean,ionization_energy_geometric_mean,ionization_energy_standard_deviation,ionization_energy_max,ionization_energy_geometric_min
ABEFUL_w_CO2_1_relaxed,6.099447513812155,4.197182519846987,7.079739181430305,65.0,1.0,11.027624309392266,7.175725409394648,6.087239564557579,19.0,1.0,1.8232044198895028,1.7149597582798137,0.6744858546754412,6.0,1.0,,,,,,124.93646408839778,108.61106157108323,45.78494525285272,200.0,7.0,1929.439281767956,350.63320631707285,1871.1024971213467,3823.15,14.009999999999991,2206.63773480663,460.2761626766262,2093.5797059486563,4300.15,20.279999999999973,1289.0026364640885,38.649331344778666,1328.9730525728994,8219.0,0.0899,1183.3298342541434,1174.281230386303,138.833731370553,1402.3,565.8
ABESUX_w_CO2_random_1_relaxed,25.37864077669903,14.133369064781107,32.798329493588355,92.0,6.0,16.40776699029126,16.356671902505376,1.3324690069357483,19.0,14.0,3.1262135922330097,2.7166160243335202,1.9342573982109252,7.0,2.0,2.837184466019418,2.6779758119590777,0.8432213053853554,3.44,1.38,,,,,,394.98883495145634,140.98772277268938,623.2897120070156,3823.15,54.849999999999966,1001.1461165048543,261.79524326821144,1629.5877209813736,4300.15,90.24999999999997,4005.071009708736,29.476962999392892,7415.641981724835,19050.0,1.429,1125.6766990291258,1080.6815990327252,280.85462473273213,1313.9,597.6
ABEXEM_w_CO2_1_relaxed,9.020408163265307,6.258162816814294,11.688397286451199,57.0,1.0,13.646258503401361,11.261171668737212,4.593403612736695,19.0,1.0,2.108843537414966,1.9689315069561746,0.9837402711578354,6.0,1.0,2.7890476190476194,2.705339220632677,0.6051168811967627,3.44,1.1,118.93265306122449,92.32097696226698,50.08896461252183,153.9,7.0,1574.3687755102042,294.269107027448,1807.705402632294,3823.15,14.009999999999991,1912.1121768707483,413.297321575397,2068.201116790768,4300.15,20.279999999999973,1211.4347238095238,28.588801680251308,1602.6900516290016,6146.0,0.0899,1192.9190476190474,1170.7661022198156,197.53549076907342,1402.3,538.1
ABEXIQ_w_CO2_1_relaxed,9.07482993197279,6.264088905627129,11.911857943450904,58.0,1.0,13.646258503401361,11.261171668737212,4.593403612736695,19.0,1.0,2.108843537414966,1.9689315069561746,0.9837402711578354,6.0,1.0,2.7901360544217693,2.7079933745194134,0.6020881875363666,3.44,1.12,119.04149659863944,92.52630571483776,49.93665081239261,153.9,7.0,1567.7837414965989,292.56011248478694,1809.305418226402,3823.15,14.009999999999991,1906.45231292517,412.6630010675611,2063.3355325143184,4300.15,20.279999999999973,1240.9857442176872,28.72082867905036,1695.7096512166456,6689.0,0.0899,1192.7176870748294,1170.3265632381608,198.20364285478934,1402.3,534.4
ABEXOW_w_CO2_1_relaxed,9.129251700680273,6.269919157330638,12.135444296917422,59.0,1.0,13.646258503401361,11.261171668737212,4.593403612736695,19.0,1.0,2.108843537414966,1.9689315069561746,0.9837402711578354,6.0,1.0,2.7906802721088435,2.7093036892896105,0.6005809657436135,3.44,1.13,119.04149659863944,92.52630571483776,49.93665081239261,153.9,7.0,1575.021836734694,294.4295458152937,1807.5693647626913,3823.15,14.009999999999991,1902.642789115646,412.2263135604334,2060.206271718838,4300.15,20.279999999999973,1238.3190775510204,28.709338859761843,1687.156987584141,6640.0,0.0899,1192.3149659863943,1169.4387847662344,199.54382682417992,1402.3,527.0
ABEYAJ_w_CO2_1_relaxed,9.29251700680272,6.286865490145888,12.806891684443094,62.0,1.0,13.646258503401361,11.261171668737212,4.593403612736695,19.0,1.0,2.108843537414966,1.9689315069561746,0.9837402711578354,6.0,1.0,2.792857142857143,2.7144375896269537,0.5946004203361663,3.44,1.17,119.04149659863944,92.52630571483776,49.93665081239261,153.9,7.0,1582.6953061224492,296.2091969529886,1806.2774809280827,3823.15,14.009999999999991,1821.7176190476189,400.2853572886649,2022.2470348328488,4300.15,20.279999999999973,1277.1217986394558,28.869142518276306,1814.348154630528,7353.0,0.0899,1193.2673469387753,1171.5196825091477,196.3828705843452,1402.3,544.5
ABEYIR_w_CO2_1_relaxed,9.401360544217686,6.297737453761566,13.25503876156868,64.0,1.0,13.646258503401361,11.261171668737212,4.593403612736695,19.0,1.0,2.108843537414966,1.9689315069561746,0.9837402711578354,6.0,1.0,2.7944897959183677,2.7181802278036646,0.5901667972152724,3.44,1.2,119.04149659863944,92.52630571483776,49.93665081239261,153.9,7.0,1595.8109523809526,298.8778272353069,1805.379757355355,3823.15,14.009999999999991,1900.4659183673468,411.973121536297,2058.4709856939653,4300.15,20.279999999999973,1306.9449278911566,28.98229654678905,1915.6503553196505,7901.0,0.0899,1195.928571428571,1177.015613516736,187.71321881265263,1402.3,593.4
ABIXOZ_w_CO2_1_relaxed,14.653846153846153,11.497417447137718,12.350466536477034,42.0,6.0,14.064102564102564,13.34619395858377,3.698023531666972,16.0,6.0,2.641025641025641,2.4654162500156946,1.1091040386606241,5.0,2.0,3.043461538461539,2.9757188206495604,0.599024478167451,3.44,1.88,120.38205128205125,115.04709917841916,32.311031471721876,153.9,63.7,633.1038461538463,145.89295668565615,1099.8362816034762,3823.15,54.849999999999966,1053.1935897435894,242.3337602686672,1808.5903846316296,4912.15,90.24999999999997,2140.7841794871797,17.94321986363449,3889.4902833693063,10280.0,1.429,1161.8499999999995,1130.1707465080624,244.27729396354854,1313.9,684.3
ABULOB_w_CO2_1_relaxed,7.473684210526316,5.72307972970047,4.276846120961364,15.0,1.0,11.51578947368421,7.619302818306582,6.538731822793736,16.0,1.0,2.0,1.905406674254127,0.5803810000880093,3.0,1.0,2.7750526315789474,2.6695183740019117,0.7280238192809653,3.44,1.57,100.04947368421051,0.0,49.44411172155404,153.9,0.0,321.9916842105262,93.49948414561348,613.3665849231775,3823.15,14.009999999999991,535.9297894736842,152.71844136336716,955.9898127820784,4300.15,20.279999999999973,565.0198778947366,7.989407658659112,851.8321140609361,2260.0,0.0899,1207.9610526315785,1195.8885006832143,162.43335948190017,1313.9,899.5
ABUWOJ_w_CO2_1_relaxed,6.969162995594714,4.649151548489795,6.8446526094080555,30.0,1.0,11.162995594713657,7.4727663356493945,5.911598829254424,16.0,1.0,1.894273127753304,1.77004807673597,0.7193442776017692,4.0,1.0,2.6276211453744494,2.574053818530068,0.5326110374955857,3.44,1.65,119.74933920704848,0.0,46.56463214204214,153.9,0.0,1699.9748458149777,287.22419678380203,1841.3387602955702,3823.15,14.009999999999991,1948.7538766519824,390.15424549536306,2050.4324055267734,4300.15,20.279999999999973,1469.3740810572692,30.647010314354333,1901.777809279654,7140.0,0.0899,1187.5378854625549,1179.709125458232,133.5461726845833,1313.9,906.4
ACAJIY_w_CO2_1_relaxed,4.89405684754522,3.349650187357722,4.1715959465118875,30.0,1.0,9.51421188630491,5.371216542677876,6.5739034287873075,16.0,1.0,1.6589147286821706,1.5620177554834906,0.5637103554324913,4.0,1.0,2.592739018087855,2.5634594826454276,0.3869702652039397,3.44,1.65,66.61007751937984,0.0,56.79347031601985,153.9,0.0,938.6797674418603,98.09283829500096,1601.510544411974,3823.15,14.009999999999991,1066.2408527131786,126.23282526479235,1798.6735639888345,4300.15,20.279999999999973,642.6251875968993,3.134228616687684,1256.3545462194156,7140.0,0.0899,1286.2968992248059,1279.2162557864947,129.92708923668295,1402.3,906.4
ACAJIZ_w_CO2_1_relaxed,5.0638297872340425,3.1909277809668133,5.287497317816928,29.0,1.0,8.91063829787234,4.828001878253091,6.637457666413164,16.0,1.0,1.6595744680851063,1.5427795361385093,0.6548215850781735,4.0,1.0,2.5303404255319144,2.496933954118525,0.4322202588907229,3.44,1.9,112.69404255319148,99.85303400407138,42.31468794133613,153.9,7.0,1509.9437021276594,175.6385376141793,1821.834545370179,3823.15,14.009999999999991,1749.058765957447,237.01543833008603,2054.036155805942,4300.15,20.279999999999973,1161.2222314893622,10.073184945809441,1821.790761583133,8960.0,0.0899,1210.6617021276595,1201.2484971607198,142.09803052102384,1402.3,745.5
ACAJOF_w_CO2_1_relaxed,4.947368421052632,3.1048227961378956,5.209115254893086,29.0,1.0,8.736842105263158,4.66776236400434,6.65819477328779,16.0,1.0,1.6437246963562753,1.5276732820368264,0.6509033687598831,4.0,1.0,2.51995951417004,2.487563005829894,0.42564216593475124,3.44,1.9,112.06923076923078,99.53117266325314,42.216081234440736,153.9,7.0,1498.9532388663965,170.10456832567382,1821.2204615140042,3823.15,14.009999999999991,1734.379149797571,229.39233178419448,2053.3064203553636,4300.15,20.279999999999973,1141.4086785425106,9.437591572624706,1794.5764910845207,8960.0,0.0899,1211.9331983805666,1202.7275283530587,140.6823396139119,1402.3,745.5
ACIBOE_w_CO2_1_relaxed,7.693251533742331,5.707231574482946,6.674124825643025,30.0,1.0,12.60122699386503,9.80971625239482,4.95444260860601,16.0,1.0,2.0,1.9005017690359352,0.6646185307460536,4.0,1.0,2.7270552147239266,2.6684240804682333,0.5556380652259358,3.44,1.65,126.3552147239264,0.0,44.81667655400758,153.9,0.0,1783.4371165644172,361.81444935982597,1844.3779017110098,3823.15,14.009999999999991,2045.6010429447851,493.95699557603723,2049.9230761939357,4300.15,20.279999999999973,1538.278058895706,48.21334745495132,1916.8342229973082,7140.0,0.0899,1181.7785276073616,1173.9151949037769,133.8964327094288,1313.9,906.4
ACODON_w_CO2_1_relaxed,6.5027932960893855,4.135591516557806,9.332094139276169,65.0,1.0,10.88268156424581,6.92833755656882,6.2313571397911875,19.0,1.0,1.8324022346368716,1.704277586067432,0.7944361938760455,6.0,1.0,,,,,,124.6217877094972,117.70258190782279,37.50215375773636,153.9,50.0,1916.008100558659,330.69934507966866,1869.5446396790894,3823.15,14.009999999999991,2203.4790502793294,439.57244538283885,2101.1460219624423,4300.15,20.279999999999973,1323.1345307262573,33.710052238195026,1521.7048239815854,8219.0,0.0899,1179.377094972067,1168.3179441246389,146.91294416255684,1313.9,565.8
